Year,Genre encoded,Votes encoded,Director encoded,Actor 1 encoded,Actor 2 encoded,Actor 3 encoded,Predicted_Rating
2019,5.7,5.8,4.4,4.2,5.9,5.9,5.386981
2009,5.0,3.9,4.7,3.9,3.9,3.9,3.5931952
1981,5.8,5.8,4.9,5.5,5.3,5.4,5.4723787
2000,5.5,6.0,5.1,4.7,4.0,4.4,4.2392693
2016,6.0,5.8,5.8,5.7,5.8,5.9,5.7822914
1978,6.1,6.5,6.1,5.9,6.1,6.1,6.649918
1960,6.2,4.8,6.1,5.7,6.4,6.4,6.262292
2001,5.7,5.0,5.2,5.2,5.1,6.4,4.989408
1941,6.0,5.8,5.8,5.8,5.8,5.8,5.7934127
1989,5.5,4.8,5.4,5.3,5.8,5.4,4.9499025
1960,5.7,5.8,5.8,6.0,5.9,5.9,5.7782345
2001,6.0,5.7,6.0,6.1,6.1,6.1,6.121342
2014,6.0,7.2,7.4,7.2,6.0,6.3,7.3473344
2003,5.1,5.2,4.2,4.2,5.6,5.3,3.5666618
2019,8.3,6.1,7.1,8.3,8.3,6.0,8.032575
1993,6.0,5.3,5.4,5.5,5.4,5.5,5.205011
1978,5.8,5.8,5.9,6.0,5.9,5.9,5.793854
1951,6.0,5.7,6.0,6.3,6.0,6.2,6.419468
2003,5.7,5.8,5.8,5.5,5.8,6.1,5.818595
2006,5.6,5.8,5.8,5.8,5.8,5.8,5.8187704
2012,6.3,5.8,7.8,7.8,6.2,5.8,7.6282754
1972,5.7,5.8,5.9,5.8,5.9,5.4,5.778605
2021,5.8,5.7,8.8,8.8,8.8,5.9,9.359444
2005,6.0,5.8,5.8,5.8,5.8,5.8,5.8100934
1970,5.9,6.2,6.6,5.6,5.6,6.5,6.4624395
2016,5.7,5.7,4.0,4.0,4.0,5.2,3.9703238
2006,5.6,6.1,5.9,5.1,5.6,5.8,5.7069745
1977,6.1,5.7,6.1,5.9,6.8,6.5,6.456189
2003,6.0,5.8,5.5,5.0,5.8,5.9,5.7802424
2005,5.6,6.5,7.2,6.9,5.9,5.9,7.0667424
2007,5.3,4.8,4.8,3.7,3.7,3.7,3.487537
1958,6.1,5.8,5.7,6.4,6.4,6.3,6.0734854
2015,5.7,5.8,5.8,5.8,5.8,5.8,5.797701
2002,5.6,5.4,5.6,6.6,6.1,5.2,5.3929887
1995,6.5,5.8,4.9,4.8,4.2,5.8,4.6798735
1975,5.6,6.1,5.5,5.3,6.4,6.1,5.774816
2014,5.3,4.4,3.2,5.1,2.3,3.4,2.832826
1955,6.0,5.8,5.8,5.8,6.1,6.4,5.7956023
2015,5.6,7.7,7.2,6.8,7.7,7.4,7.6431456
1995,5.7,5.8,5.1,6.0,5.4,5.8,5.64159
1943,5.5,5.8,5.9,6.0,5.9,5.9,5.7531605
1993,5.6,5.1,4.9,5.3,5.1,6.2,4.810977
2005,5.6,5.5,5.5,6.2,5.0,5.7,5.2741685
1988,5.5,6.4,5.1,5.7,5.1,4.9,4.9648986
2002,5.9,5.6,4.2,4.9,4.4,4.9,4.0470777
1946,6.0,5.8,5.8,5.8,5.9,5.9,5.7880454
1972,6.1,5.8,6.5,5.6,5.9,6.0,5.9204774
2020,5.7,6.4,7.2,7.2,7.2,6.3,7.096377
1989,6.2,5.8,5.5,6.3,5.5,5.9,5.784045
2019,6.0,5.8,6.6,5.8,5.8,5.8,5.8255434
2011,5.7,6.8,5.8,4.5,6.1,5.5,5.9478664
1950,6.0,5.8,5.9,6.0,5.9,5.9,5.7826366
2019,5.6,5.8,6.4,5.9,5.8,5.8,5.793602
2020,6.0,5.8,5.8,5.6,5.9,5.9,5.792889
1961,5.6,5.8,6.0,5.7,5.7,6.2,5.767564
1971,5.7,5.7,5.8,5.6,6.0,6.1,5.61523
1942,6.0,5.8,6.0,5.9,6.7,5.8,5.9275007
1990,5.6,5.8,5.5,5.8,5.9,5.9,5.743811
1988,6.0,6.0,6.7,6.8,6.5,7.8,7.4433746
1999,6.2,5.1,5.2,4.1,4.8,4.4,4.0221105
2017,5.7,6.2,3.6,3.6,6.3,3.6,3.4477642
2004,5.8,5.6,6.2,5.6,5.6,5.3,5.536301
1988,5.6,4.9,5.4,5.7,6.2,5.9,5.8408527
1953,6.0,5.8,5.8,6.0,5.8,5.8,5.783792
1996,5.6,5.4,5.8,5.4,5.7,4.2,4.6874914
1987,5.6,5.9,4.9,5.7,5.7,4.9,5.355513
1997,6.0,6.0,6.6,5.3,5.7,6.2,6.2515273
1958,6.0,5.8,5.8,5.8,5.8,5.9,5.7773848
2017,5.8,6.0,6.3,6.8,6.8,6.8,6.8278494
1977,5.7,5.6,5.5,5.3,5.6,5.3,5.0030913
1997,6.0,5.8,5.8,6.0,5.9,5.9,5.8107886
1999,5.5,5.7,6.0,6.0,5.9,6.0,5.8799195
2021,5.7,5.8,6.4,5.8,5.8,5.8,5.7643976
2001,5.7,7.4,7.7,6.0,5.9,7.0,7.683471
1994,5.6,5.4,5.4,5.2,5.3,6.0,4.874595
2018,5.7,5.2,5.2,5.2,5.2,5.2,4.7879996
1998,5.3,5.8,5.1,5.8,6.0,5.0,5.389108
1941,6.0,5.7,5.7,6.0,5.9,5.9,5.8615627
2019,6.4,5.8,5.8,6.0,5.9,5.9,5.803898
1989,5.3,5.7,5.3,5.3,5.3,5.7,4.833414
1985,5.7,5.9,5.4,5.7,5.7,6.2,5.9139466
1947,6.0,5.8,5.8,5.8,5.8,5.9,5.7821746
1939,6.0,5.8,5.8,5.8,5.9,5.9,5.793161
1981,5.6,6.0,5.7,5.8,6.6,6.3,6.280629
2005,5.7,5.8,4.9,4.0,5.5,3.1,3.2918546
2006,6.0,5.8,5.8,5.8,5.8,5.9,5.817981
2005,5.7,5.8,5.8,5.8,5.9,5.9,5.8112187
2004,5.9,5.8,5.7,4.4,5.7,5.4,5.5532427
1992,5.3,5.7,3.4,5.3,5.6,4.7,3.459562
1973,5.6,7.6,5.9,6.0,6.6,5.9,7.4287477
2003,6.0,6.3,5.2,4.5,4.8,5.8,4.6955285
2012,6.4,5.7,6.4,7.0,6.8,5.9,6.769867
1969,5.9,6.1,6.6,6.3,5.6,6.4,6.595157
1938,5.9,5.8,6.0,5.8,5.8,5.7,5.753899
2007,6.1,4.8,5.7,5.6,6.0,5.6,4.9377375
1975,5.7,5.5,6.0,5.8,6.0,5.8,5.9026275
1970,5.1,6.7,6.6,5.7,6.1,6.3,6.6390038
2008,5.3,5.1,5.8,5.3,5.7,5.2,4.8865666
2011,5.5,5.1,4.4,4.8,3.7,3.7,3.692041
2017,5.7,6.0,5.3,4.7,4.2,4.7,4.494791
1988,6.0,5.9,6.1,6.0,7.0,6.0,6.424261
1999,6.0,5.8,5.8,6.3,6.2,5.9,5.895921
1944,6.0,5.8,5.8,6.1,5.8,6.1,5.7698507
1943,6.0,5.8,6.0,6.1,5.9,5.9,5.7964754
1969,6.2,5.8,6.3,6.7,6.5,6.4,6.413491
1982,6.1,5.3,6.1,5.7,5.5,6.4,6.1668687
2017,6.0,5.8,5.8,5.8,5.8,5.8,5.7960687
1958,6.0,5.8,5.8,5.9,5.8,5.9,5.7773848
2019,6.0,5.8,5.8,6.1,5.9,5.9,5.7914085
2012,5.7,5.8,5.8,5.8,5.8,5.8,5.797701
2014,5.5,6.5,6.4,7.0,7.0,7.0,6.912944
1992,5.5,5.9,5.2,6.0,6.5,6.1,5.744219
2010,5.7,7.5,6.4,6.8,5.9,6.1,7.4132156
2006,5.3,5.6,5.0,5.5,5.3,5.5,4.688336
1961,5.7,5.7,6.2,5.9,6.2,6.1,6.136995
2019,5.7,5.8,5.8,5.8,5.8,5.8,5.797701
2017,6.4,5.8,5.8,6.0,5.9,5.9,5.803898
2009,5.8,4.8,4.7,5.3,5.1,5.3,4.611812
2019,6.0,5.8,5.8,5.8,5.8,5.8,5.7960687
1992,5.7,5.8,5.8,6.0,5.9,5.9,5.809125
2016,5.7,6.3,5.8,6.0,5.7,5.8,5.938878
1994,5.6,5.7,5.3,4.1,4.9,5.8,4.364333
1998,6.0,5.7,6.7,7.4,5.6,5.9,6.9955826
1993,5.5,5.8,5.8,5.8,5.8,5.2,5.688648
2011,6.1,6.3,4.8,4.8,5.5,6.2,5.1569276
1989,6.0,5.8,6.5,7.0,6.7,5.9,6.5325427
1951,5.7,5.8,5.9,6.0,6.7,6.2,5.974502
2003,5.3,5.8,5.8,5.8,5.6,5.8,5.8319883
1983,6.1,5.9,5.5,5.2,5.5,5.3,5.458082
1990,5.5,6.2,5.5,5.7,5.3,5.4,5.284243
1989,5.8,5.8,5.8,5.8,5.8,5.8,5.7807765
1973,6.0,5.4,6.3,6.1,4.8,6.0,5.6989346
2019,6.0,5.8,5.8,5.8,5.8,5.8,5.7960687
1981,6.0,5.8,5.8,6.1,5.4,5.6,5.848569
2021,6.6,5.8,5.8,5.8,5.8,5.8,5.894693
1963,5.6,5.8,5.8,5.8,5.8,5.8,5.7794743
2016,5.7,5.6,5.0,5.8,5.5,5.3,5.1608205
2011,5.7,5.7,4.6,4.6,4.6,5.2,4.484543
1977,6.1,6.3,6.7,7.6,7.6,7.6,7.757623
1968,5.6,5.6,6.7,6.2,6.9,6.1,6.7662444
1991,5.5,7.0,5.4,7.0,6.2,5.4,6.9625583
1934,6.0,5.8,5.8,5.8,5.8,6.1,5.7929783
1975,5.6,8.1,7.0,6.0,6.7,6.1,8.064407
1972,5.6,5.8,5.8,5.8,5.5,5.9,5.7202654
2021,6.3,5.8,5.8,5.8,5.8,5.8,5.8022714
2001,5.6,5.7,4.8,6.1,4.8,4.7,4.509285
1976,6.0,5.8,6.2,6.0,5.8,6.1,5.8792806
1947,6.0,5.7,6.0,6.0,5.2,6.8,6.1141305
2020,6.1,5.8,5.8,5.8,5.8,5.8,5.7876134
2003,5.1,4.4,5.0,5.1,4.6,4.4,4.3550863
2000,5.3,5.8,5.8,5.8,5.1,5.8,5.742119
1990,5.8,5.8,5.8,5.8,5.8,5.8,5.7778707
2013,5.6,6.2,7.0,6.3,4.9,6.2,6.4142785
1935,5.6,5.8,5.8,5.8,5.6,5.7,5.6960263
2003,6.2,6.0,6.6,6.6,5.8,6.3,6.540672
1984,6.0,5.4,4.7,5.6,6.2,6.0,5.162207
2020,6.0,6.1,5.8,6.8,6.8,6.6,6.650355
2019,5.5,5.7,4.6,4.6,4.6,5.2,4.5750546
2006,5.3,2.8,5.2,5.3,4.8,2.8,2.2982712
1935,5.7,5.7,5.9,5.8,5.2,5.4,5.2809606
2015,6.0,5.9,6.5,7.5,7.5,7.5,7.4721093
2020,5.9,7.0,5.8,7.0,6.7,7.0,6.9753346
1972,5.7,5.8,6.1,5.8,5.8,5.9,5.773638
1985,6.0,5.8,5.8,5.8,5.8,5.8,5.8084874
2019,6.0,5.8,5.8,5.8,5.9,5.9,5.795562
1974,6.0,6.0,6.0,6.1,6.0,5.9,6.2568154
2000,5.7,5.8,5.8,5.9,5.8,5.8,5.816227
1970,6.0,5.7,6.0,6.3,6.4,6.4,6.4505014
1945,6.0,5.7,5.9,7.0,5.9,5.9,6.19857
1959,6.0,5.8,5.8,6.0,6.4,6.4,5.8749166
1984,6.0,5.8,5.8,5.8,5.8,5.9,5.804612
2017,6.0,6.2,5.1,5.1,5.1,5.1,5.058584
1996,6.0,4.8,6.2,4.0,5.6,6.1,4.600835
2020,6.0,5.8,7.3,5.8,5.8,6.3,6.1511927
2015,5.7,7.3,6.8,6.0,6.6,7.3,7.2597804
1947,6.1,5.8,6.5,5.8,5.7,5.8,5.800746
2017,5.7,5.8,5.9,5.8,5.8,5.8,5.797701
1986,6.0,5.8,4.6,5.8,5.7,5.4,5.588531
2018,5.3,5.8,5.8,5.8,5.8,7.1,6.0263677
1976,5.9,7.4,7.0,6.0,6.7,6.7,7.4239726
2019,5.7,5.8,5.8,5.8,5.8,5.8,5.797701
2018,5.9,1.6,2.6,1.6,1.6,3.6,1.7629217
2007,5.6,1.7,5.5,6.0,5.1,5.7,2.326237
1993,5.5,6.2,5.8,6.0,5.1,5.3,5.474754
1999,5.7,5.8,5.8,6.1,5.8,5.9,5.8265867
2008,5.5,5.4,4.7,4.7,5.3,5.4,4.207928
1973,5.9,5.6,5.9,6.0,6.4,6.5,6.288675
2017,5.3,5.8,5.8,6.0,5.9,5.9,5.7978396
2017,6.9,5.8,5.8,5.8,5.9,5.9,5.924333
1979,6.1,5.7,6.6,6.6,6.2,5.6,6.403753
2018,5.7,5.7,4.9,3.9,3.9,3.9,3.7503479
1989,5.6,6.4,5.2,5.2,5.1,4.9,4.920957
2016,6.5,6.1,7.6,7.6,7.6,7.6,7.533112
2020,6.4,5.8,5.8,6.0,5.9,5.9,5.802669
2017,6.0,5.7,6.1,6.6,6.6,6.6,6.6158566
1986,5.5,5.7,5.9,6.2,5.2,7.4,6.44688
1952,6.0,5.8,5.8,5.8,5.9,6.1,5.7867393
1937,6.0,5.8,5.8,5.8,5.9,5.8,5.7917
1996,5.6,7.8,7.3,6.3,5.6,6.7,7.9209986
1942,6.0,5.8,5.8,5.8,5.9,5.9,5.791911
1952,5.9,5.8,6.7,6.1,6.2,7.4,7.0131717
1936,6.0,5.8,5.8,5.8,5.9,5.9,5.793161
1982,5.9,6.2,6.2,5.3,6.0,6.2,6.2982674
1969,6.0,5.8,5.8,5.8,5.8,5.9,5.782427
1994,5.6,6.5,6.6,6.0,6.2,6.6,6.8365126
1987,5.5,6.5,5.2,5.7,5.6,5.9,6.0221663
1984,6.0,5.8,6.1,6.3,6.7,5.8,6.16166
2008,6.0,5.7,5.8,6.6,5.1,6.7,6.173458
1981,7.1,5.8,7.1,5.7,5.9,6.0,6.6204205
1942,6.0,5.8,5.8,5.8,5.5,5.8,5.8109174
1964,5.5,5.7,5.9,6.1,6.2,5.9,5.861867
1997,5.3,6.1,4.8,6.0,5.7,5.5,5.606454
1966,6.0,6.0,6.9,6.4,6.2,6.9,6.9570417
2021,6.1,5.8,5.8,5.7,4.8,5.8,5.71817
1976,5.4,5.7,5.9,5.8,5.7,5.8,5.766671
2019,5.7,6.6,6.6,5.3,5.6,5.1,6.167302
1994,5.7,5.7,5.9,5.6,5.0,4.6,4.853026
1986,6.0,5.9,6.4,5.7,5.3,5.5,5.8704257
1983,6.0,5.6,4.8,4.3,2.7,2.7,2.3706903
2022,5.8,5.8,5.8,5.8,5.8,5.9,5.788467
2019,5.8,5.5,5.5,5.5,6.0,5.5,5.422965
1982,5.5,4.8,6.0,6.6,5.6,5.8,5.944766
1991,5.7,5.8,6.0,5.7,6.3,5.8,5.8571
1961,6.0,5.8,5.8,5.9,6.0,6.0,5.805209
1983,6.0,5.8,5.8,5.9,5.8,5.8,5.819008
2005,5.6,6.0,4.4,6.0,5.5,5.5,5.5148144
2003,4.6,2.9,4.8,5.7,5.1,4.5,3.0295403
1978,6.0,5.8,6.5,5.9,6.1,5.8,6.021152
2017,6.4,6.6,7.3,7.4,6.5,7.1,7.1192727
2011,6.0,5.8,5.7,5.7,5.5,4.8,5.5416713
1977,6.0,5.7,5.7,6.3,6.2,6.0,6.0850344
1960,6.0,5.8,5.9,5.8,5.9,5.8,5.7782974
1974,5.6,5.8,6.4,6.1,5.9,5.6,5.9148474
1936,6.0,5.8,5.8,6.0,5.9,5.9,5.7884727
1965,6.7,5.7,6.3,6.2,6.0,6.6,6.6898
2009,5.6,5.7,5.7,5.7,5.7,5.8,5.679511
1985,5.9,6.1,5.6,6.8,5.3,4.8,5.449645
2001,5.6,5.7,4.9,5.0,5.5,5.4,4.7153845
1974,5.9,6.0,6.6,5.7,6.4,6.8,6.89836
1992,5.7,5.8,5.8,5.8,5.8,5.8,5.812536
2020,6.4,6.8,7.5,5.9,6.8,5.9,7.2481484
1988,6.0,5.8,5.8,5.8,5.9,5.8,5.7932158
2019,6.0,5.8,5.8,5.8,6.6,5.8,5.7878494
1953,5.9,5.8,5.9,5.8,5.8,5.9,5.7795186
2005,5.6,5.5,5.7,5.2,5.0,4.5,4.483674
2017,5.8,5.7,5.8,6.1,6.9,5.9,6.1559596
1961,6.0,5.8,5.9,5.8,5.7,5.8,5.788485
2002,6.3,5.8,5.8,5.8,5.9,5.9,5.8260975
2009,5.9,4.9,6.1,6.5,5.3,5.6,5.8453646
1954,6.0,5.8,5.6,5.8,6.1,6.2,5.767464
2017,5.3,6.8,6.8,6.8,6.8,6.8,6.90393
1984,6.0,5.9,6.1,6.5,5.8,5.8,6.1186814
2008,2.7,6.0,2.7,2.7,2.7,2.7,2.4057639
2010,5.9,7.5,6.9,6.3,5.8,7.8,7.606311
1984,5.6,5.6,5.5,5.8,5.8,6.0,5.630811
2016,5.5,5.8,5.8,5.8,5.8,5.8,5.789978
2000,6.0,5.7,5.3,5.6,5.0,6.1,5.217961
1981,6.0,5.8,5.2,5.8,5.8,5.3,5.860145
1964,5.9,6.6,6.4,6.0,6.4,6.2,6.8107233
1982,5.5,5.4,6.0,5.7,5.9,6.7,5.873302
2013,5.9,6.0,7.0,5.8,6.3,5.5,6.3047633
1956,6.0,6.1,6.3,6.5,6.2,5.9,6.6185036
2006,6.0,5.8,5.8,5.8,5.8,5.8,5.8208613
1971,6.4,5.3,6.0,6.4,6.2,6.2,6.543795
1982,6.0,5.8,5.5,5.6,6.0,6.0,5.770747
1946,5.6,5.8,5.8,5.8,5.8,5.8,5.789555
1982,5.9,5.8,6.7,5.5,5.5,5.9,5.967477
2020,5.7,5.6,5.6,5.4,5.1,5.4,5.203039
1955,5.7,5.8,6.4,6.7,6.8,6.3,6.589255
2003,5.5,4.4,5.9,4.3,4.9,5.7,4.514613
2020,5.1,5.8,5.8,5.8,5.8,5.8,5.8215866
1985,5.9,5.9,5.8,6.0,5.4,6.1,5.966806
2011,6.0,5.8,5.8,5.8,5.8,5.9,5.793188
1942,6.0,5.8,6.0,5.8,5.8,5.8,5.7811375
1958,6.0,5.5,6.2,7.0,7.0,7.0,7.377386
2011,5.9,5.7,4.5,3.2,4.8,3.2,3.406304
2020,6.0,5.8,5.8,5.8,5.8,5.8,5.79484
1999,5.6,5.8,5.8,5.8,5.8,5.2,5.8112326
1969,5.6,5.8,5.7,5.8,4.7,5.8,5.623415
1995,5.6,5.8,4.8,5.7,5.1,5.9,5.285056
2012,5.6,5.8,4.6,5.2,5.5,5.3,5.092888
1957,5.8,5.8,7.4,6.3,6.3,6.4,6.88204
2017,6.0,5.9,5.8,5.8,5.8,5.5,5.8240657
2003,5.2,4.7,5.4,5.9,4.9,4.5,4.446023
1973,5.4,5.9,6.4,6.8,6.2,6.3,6.8040476
1992,5.6,5.6,4.8,5.3,5.5,5.4,4.754055
2021,5.5,5.8,5.8,5.8,5.6,6.6,5.828156
1940,6.0,5.8,5.9,6.2,5.8,5.8,5.7981863
2015,6.0,5.8,5.8,5.8,5.9,5.9,5.795562
1999,5.5,5.6,3.9,4.5,4.5,4.6,3.882726
1997,6.0,5.8,5.8,5.5,5.1,5.3,5.6894255
1974,6.0,5.8,5.2,5.8,5.7,6.2,5.9077063
2021,5.5,5.8,5.8,5.8,5.8,5.8,5.788749
1951,6.0,5.8,5.8,5.9,5.9,5.9,5.7845483
2000,5.3,5.8,5.3,5.5,5.5,5.5,5.4620523
1949,5.8,5.8,5.9,5.8,6.6,5.8,5.8369884
2018,5.3,4.6,4.8,4.6,4.5,4.8,4.391012
1936,5.6,5.8,5.8,6.0,5.9,5.9,5.6390076
1986,6.4,5.8,6.2,6.0,5.9,5.9,5.902474
1956,5.7,5.6,4.4,6.0,6.3,5.8,4.8784595
1946,6.0,5.8,5.8,6.0,5.9,5.9,5.786134
2018,5.3,5.8,5.8,5.8,5.8,5.8,5.803059
1951,6.4,5.8,5.9,6.0,5.9,5.9,5.8415647
2020,5.6,4.7,4.7,4.7,4.7,4.7,4.461079
1981,5.7,5.8,6.4,5.7,5.8,5.8,5.8191423
1990,5.7,5.8,5.8,5.8,5.8,6.2,5.7796254
1995,5.3,5.9,6.4,6.3,5.8,6.1,6.128027
1982,6.0,5.6,6.0,5.7,5.5,5.8,5.7737107
1948,6.0,5.8,5.8,5.8,6.2,5.9,5.8257427
1986,6.0,5.8,5.8,6.0,5.9,5.9,5.801869
2015,6.0,5.8,5.8,5.8,5.9,5.9,5.795562
2021,6.0,5.8,5.8,6.5,5.8,5.8,5.8149266
2019,5.7,5.8,5.8,4.5,5.5,5.9,5.630081
1970,5.7,5.8,5.9,6.0,5.9,5.9,5.7805934
1956,5.8,5.4,6.5,6.4,6.3,5.9,6.404682
1956,5.7,5.7,4.8,6.3,6.5,4.8,4.905361
2001,5.6,5.8,5.5,5.4,5.8,5.7,5.6844077
1992,6.0,5.7,6.4,6.4,5.8,6.4,6.4579616
2001,5.6,5.8,5.8,5.8,5.2,5.8,5.8072696
1964,5.9,5.8,5.7,6.3,6.2,6.3,5.9726133
1933,6.0,5.8,5.7,5.8,5.8,5.8,5.7922873
1994,6.0,5.8,5.8,6.0,5.9,5.9,5.80593
2018,5.8,5.7,6.4,6.4,5.6,5.8,5.9803243
1994,5.6,5.8,5.8,5.8,5.8,5.8,5.80979
2008,5.2,4.8,5.0,4.1,5.7,6.0,4.2464027
2014,5.6,5.6,5.3,5.3,5.3,5.3,4.920623
2013,5.6,5.8,7.3,6.0,5.9,5.9,6.510437
1946,6.0,5.8,5.8,5.8,5.9,5.9,5.7880454
1989,5.4,5.8,6.1,6.6,6.6,6.2,6.2775183
1951,5.7,5.8,6.0,6.6,5.8,5.8,5.9150405
2014,5.4,3.3,4.4,5.0,5.2,3.6,3.5175452
2013,6.0,6.3,6.5,5.4,5.9,6.3,6.160341
2015,6.0,5.7,8.2,7.0,6.4,8.2,8.138576
1977,5.6,5.9,6.1,6.3,6.0,6.2,6.2982097
1994,5.6,5.8,5.8,5.8,5.8,5.8,5.80979
2020,5.6,6.3,6.4,6.0,6.6,6.3,6.4766808
1971,5.6,5.6,5.8,5.8,6.2,6.0,5.9588304
2009,5.0,7.3,7.3,6.5,6.4,6.0,7.202492
2001,5.7,5.8,5.8,5.8,5.9,5.9,5.81572
2021,6.4,6.6,9.1,9.1,5.9,5.9,9.283281
2001,5.3,5.4,3.1,3.1,3.1,5.9,2.774624
1987,6.0,5.8,6.6,6.0,5.6,5.9,5.9980464
1966,5.8,5.6,6.2,6.2,6.2,6.0,6.360624
1995,5.5,5.8,5.8,5.7,5.5,5.4,5.6249614
1971,6.0,6.4,6.0,5.7,6.2,6.7,6.7208824
2019,5.8,5.8,5.8,5.8,5.1,5.8,5.7901235
2021,6.1,4.6,5.8,4.1,4.1,4.1,3.824432
1960,6.0,5.8,5.8,6.0,5.8,6.2,5.779282
1949,6.1,5.7,6.1,6.4,6.0,6.3,6.47717
1932,6.0,5.8,5.8,6.0,5.9,5.9,5.7884727
1944,6.0,5.6,6.4,5.9,5.9,6.4,6.379834
2002,5.6,5.8,3.5,5.3,5.3,3.5,3.4095385
2008,5.5,5.8,6.4,5.1,6.6,6.4,6.001616
1957,6.1,5.9,6.6,6.0,6.0,6.1,6.5569925
2018,6.1,6.4,7.2,7.7,6.4,7.7,7.4731374
2019,5.9,5.8,6.2,6.0,5.9,6.3,5.8753552
2013,5.9,4.1,4.4,4.3,5.2,2.7,2.7620106
1977,6.0,5.8,6.4,6.8,5.6,7.7,7.2720084
2021,6.0,5.8,5.8,5.8,5.8,5.8,5.79484
1972,6.0,5.8,5.8,6.3,5.7,6.3,5.8990364
1972,5.5,5.6,5.6,6.4,6.3,6.0,6.0356035
2013,5.9,2.3,2.3,5.9,5.4,4.2,1.2778212
1971,6.2,6.0,6.4,6.5,7.4,6.0,7.0489726
1975,6.0,5.8,5.8,6.0,5.9,5.9,5.787087
2009,5.6,5.4,5.0,4.3,5.3,5.6,4.24735
1982,6.1,5.9,6.5,6.3,6.2,6.4,6.641509
2004,5.6,7.4,6.6,6.0,5.7,5.7,7.2543926
1988,5.6,5.6,5.3,5.5,3.9,5.5,4.2498455
2015,5.6,5.7,5.0,5.1,5.7,5.3,4.870647
2015,5.7,5.8,5.7,5.8,5.7,5.7,5.7771864
1952,5.7,5.3,7.3,6.8,6.2,6.2,7.107864
2018,6.0,6.2,8.3,8.3,8.3,5.9,8.342723
1965,6.0,5.8,5.8,5.6,5.8,5.9,5.74012
1993,5.6,5.8,5.8,5.8,5.8,5.0,5.7786465
1986,6.0,5.6,6.0,4.8,5.4,5.3,5.2947817
2003,5.7,5.8,5.8,5.8,5.8,5.9,5.8258486
1991,5.6,6.3,7.2,6.7,6.1,5.9,6.8164506
2003,5.7,5.8,5.8,5.8,5.8,5.5,5.809683
2019,5.8,5.8,5.8,5.6,5.8,5.8,5.7931366
1942,6.0,5.8,5.9,6.0,5.9,5.9,5.7899995
1990,6.2,5.8,5.8,5.8,6.0,6.1,5.791507
1988,6.0,5.7,7.7,7.7,7.7,7.7,7.9235044
1999,5.5,3.2,5.1,5.3,5.2,5.2,3.360574
2018,5.6,5.7,6.2,6.0,5.9,5.9,6.038326
2015,5.9,7.6,7.5,6.0,6.4,6.3,7.472918
2013,5.9,5.6,7.1,7.0,5.9,6.2,7.006897
2000,5.7,5.8,5.8,5.8,5.8,6.0,5.8153315
1963,6.5,6.0,6.2,6.6,6.0,6.0,6.5363097
2008,5.9,6.6,7.0,7.2,7.2,7.2,7.1912365
2015,5.7,5.8,5.8,5.8,5.9,5.9,5.797194
2001,6.4,5.8,5.8,6.0,5.9,5.9,5.8251123
1971,5.4,6.3,5.7,6.1,6.8,5.8,6.2449346
1957,5.7,5.8,5.8,5.8,5.8,5.7,5.767075
1985,6.0,5.8,5.8,5.3,5.3,5.2,5.6324644
1965,6.2,6.2,6.8,6.6,6.0,5.9,6.8973246
1993,5.7,5.8,5.0,4.6,4.9,5.2,4.6768565
2008,6.0,5.8,6.0,4.8,6.5,6.1,5.802674
1985,5.6,6.1,5.4,5.0,5.4,5.9,5.3917866
1987,5.3,6.1,4.4,5.8,5.6,5.0,5.0637174
1992,5.5,6.1,5.7,6.0,6.8,5.1,5.818369
2018,6.0,5.8,5.8,6.0,5.9,5.9,5.7936525
1995,6.0,6.5,7.0,7.0,6.1,7.0,7.0833025
2004,5.3,5.8,5.7,5.8,5.5,5.9,5.803799
1941,6.0,5.8,5.8,5.8,5.8,6.0,5.7915225
1971,6.0,5.8,6.4,6.0,6.3,6.8,6.411561
2021,5.9,5.8,5.8,5.8,6.0,4.5,5.7671504
1936,6.0,5.8,6.0,5.8,5.8,5.8,5.7823873
1942,6.0,5.8,5.8,6.0,5.9,5.9,5.7899995
1976,6.0,5.8,5.8,5.8,5.8,5.9,5.7896605
2007,5.9,5.6,4.8,4.8,4.2,4.8,4.2381186
1937,6.0,5.8,6.0,5.8,5.9,5.9,5.7912865
1999,5.0,4.9,5.4,5.6,5.1,5.3,4.6386304
1954,6.0,5.8,5.8,5.8,6.2,6.0,5.8100877
2001,6.8,6.2,7.0,4.2,5.9,6.0,6.122836
1984,6.0,5.8,5.8,5.5,5.5,5.3,5.716823
1998,5.5,5.7,4.9,5.4,5.4,6.0,5.092261
2021,6.0,5.8,5.8,6.5,5.8,5.8,5.8149266
1995,5.0,4.6,5.8,5.0,5.8,5.7,4.93135
1960,5.5,5.8,5.0,5.8,5.8,5.8,5.6221466
2005,6.4,8.1,6.9,5.3,6.3,8.1,8.270633
1985,5.5,5.2,6.8,6.3,5.2,5.5,6.037605
1943,6.0,5.8,5.8,6.0,5.9,5.9,5.7945795
1999,6.0,6.6,7.3,6.3,5.0,5.7,6.816356
1979,5.6,5.9,5.8,7.3,5.3,7.3,6.8210363
2014,5.7,5.7,4.8,5.2,4.8,4.8,4.5772886
1974,5.8,5.5,6.0,6.0,6.1,5.7,5.9781127
1955,6.0,5.8,5.9,5.8,5.6,5.8,5.788125
1937,6.0,5.8,6.2,5.8,6.0,5.8,5.8265824
